,city,x,y
120,121,-31616.6667,-56816.6667
121,122,-31633.3333,-55000.0
122,123,-31633.3333,-56916.6667
123,124,-31650.0,-56833.3333
124,125,-31666.6667,-56166.6667
125,126,-31666.6667,-56633.3333
126,127,-31666.6667,-57916.6667
127,128,-31683.3333,-54650.0
128,129,-31683.3333,-54766.6667
129,130,-31683.3333,-55433.3333
130,131,-31683.3333,-55950.0
131,132,-31683.3333,-56133.3333
132,133,-31683.3333,-57683.3333
133,134,-31700.0,-56100.0
134,135,-31716.6667,-55333.3333
135,136,-31733.3333,-54416.6667
136,137,-31733.3333,-55983.3333
137,138,-31750.0,-55016.6667
138,139,-31750.0,-55466.6667
139,140,-31750.0,-56066.6667
140,141,-31766.6667,-54800.0
141,142,-31766.6667,-56016.6667
142,143,-31766.6667,-56250.0
143,144,-31783.3333,-54333.3333
144,145,-31783.3333,-54750.0
145,146,-31783.3333,-55150.0
146,147,-31783.3333,-56250.0
147,148,-31800.0,-54716.6667
148,149,-31800.0,-55333.3333
149,150,-31800.0,-55700.0
150,151,-31800.0,-56133.3333
151,152,-31816.6667,-54666.6667
152,153,-31816.6667,-55183.3333
153,154,-31816.6667,-55216.6667
154,155,-31816.6667,-55500.0
155,156,-31816.6667,-55916.6667
156,157,-31816.6667,-55966.6667
157,158,-31833.3333,-54166.6667
158,159,-31833.3333,-55766.6667
159,160,-31833.3333,-55933.3333
160,161,-31833.3333,-55983.3333
161,162,-31833.3333,-57250.0
162,163,-31850.0,-56000.0
163,164,-31866.6667,-54200.0
164,165,-31866.6667,-57283.3333
165,166,-31883.3333,-55433.3333
166,167,-31883.3333,-55966.6667
167,168,-31883.3333,-56000.0
168,169,-31883.3333,-57333.3333
169,170,-31883.3333,-57483.3333
170,171,-31883.3333,-57516.6667
171,172,-31900.0,-54150.0
172,173,-31900.0,-54783.3333
173,174,-31900.0,-55133.3333
174,175,-31900.0,-55466.6667
175,176,-31900.0,-55883.3333
176,177,-31916.6667,-54733.3333
177,178,-31916.6667,-55933.3333
178,179,-31916.6667,-56016.6667
179,180,-31916.6667,-57250.0
180,181,-31916.6667,-57716.6667
181,182,-31950.0,-57883.3333
182,183,-31966.6667,-55050.0
183,184,-31966.6667,-57516.6667
184,185,-31983.3333,-54166.6667
185,186,-31983.3333,-55683.3333
186,187,-31983.3333,-57416.6667
187,188,-32000.0,-54133.3333
188,189,-32000.0,-55483.3333
189,190,-32000.0,-57166.6667
190,191,-32000.0,-57300.0
191,192,-32000.0,-57583.3333
192,193,-32016.6667,-54200.0
193,194,-32016.6667,-55066.6667
194,195,-32016.6667,-57333.3333
195,196,-32016.6667,-57466.6667
196,197,-32033.3333,-54183.3333
197,198,-32033.3333,-54566.6667
198,199,-32033.3333,-55666.6667
199,200,-32033.3333,-55783.3333
200,201,-32050.0,-54633.3333
201,202,-32050.0,-54866.6667
202,203,-32050.0,-55383.3333
203,204,-32066.6667,-53766.6667
204,205,-32066.6667,-56350.0
205,206,-32083.3333,-54250.0
206,207,-32083.3333,-55650.0
207,208,-32083.3333,-56866.6667
208,209,-32083.3333,-57916.6667
209,210,-32100.0,-53750.0
210,211,-32100.0,-54866.6667
211,212,-32100.0,-57416.6667
212,213,-32100.0,-57816.6667
213,214,-32116.6667,-54066.6667
214,215,-32116.6667,-57566.6667
215,216,-32150.0,-54200.0
216,217,-32150.0,-54883.3333
217,218,-32150.0,-54950.0
218,219,-32150.0,-55050.0
219,220,-32150.0,-56116.6667
220,221,-32166.6667,-53750.0
221,222,-32166.6667,-54116.6667
222,223,-32166.6667,-55016.6667
223,224,-32166.6667,-55950.0
224,225,-32183.3333,-55033.3333
225,226,-32183.3333,-55283.3333
226,227,-32183.3333,-56066.6667
227,228,-32200.0,-54066.6667
228,229,-32200.0,-58000.0
229,230,-32216.6667,-55600.0
230,231,-32216.6667,-56016.6667
231,232,-32233.3333,-54983.3333
232,233,-32233.3333,-55733.3333
233,234,-32233.3333,-56500.0
234,235,-32250.0,-55750.0
235,236,-32250.0,-56516.6667
236,237,-32250.0,-57300.0
237,238,-32266.6667,-54916.6667
238,239,-32266.6667,-55900.0
239,240,-32283.3333,-58050.0
240,241,-32300.0,-55333.3333
241,242,-32321.3889,-58075.5556
242,243,-32333.3333,-55883.3333
243,244,-32333.3333,-55966.6667
244,245,-32333.3333,-57050.0
245,246,-32333.3333,-57800.0
246,247,-32333.3333,-57933.3333
247,248,-32333.3333,-58133.3333
248,249,-32350.0,-53833.3333
249,250,-32350.0,-54133.3333
250,251,-32350.0,-55833.3333
251,252,-32350.0,-56550.0
252,253,-32350.0,-57200.0
253,254,-32366.6667,-54183.3333
254,255,-32366.6667,-54766.6667
255,256,-32366.6667,-57850.0
256,257,-32366.6667,-57983.3333
257,258,-32383.3333,-54350.0
258,259,-32383.3333,-54666.6667
259,260,-32383.3333,-55066.6667
260,261,-32383.3333,-56683.3333
261,262,-32383.3333,-57500.0
262,263,-32383.3333,-57600.0
263,264,-32400.0,-55350.0
264,265,-32400.0,-56716.6667
265,266,-32400.0,-56900.0
266,267,-32416.6667,-56166.6667
267,268,-32416.6667,-56333.3333
268,269,-32416.6667,-57383.3333
269,270,-32416.6667,-57583.3333
270,271,-32416.6667,-58150.0
271,272,-32433.3333,-56350.0
272,273,-32450.0,-55033.3333
273,274,-32450.0,-56033.3333
274,275,-32466.6667,-54316.6667
275,276,-32466.6667,-55233.3333
276,277,-32466.6667,-56166.6667
277,278,-32483.3333,-53516.6667
278,279,-32483.3333,-53716.6667
279,280,-32483.3333,-56350.0
280,281,-32483.3333,-57750.0
281,282,-32500.0,-54016.6667
282,283,-32500.0,-54416.6667
283,284,-32500.0,-56033.3333
284,285,-32516.6667,-53483.3333
285,286,-32516.6667,-54533.3333
286,287,-32516.6667,-54583.3333
287,288,-32516.6667,-54683.3333
288,289,-32516.6667,-57750.0
289,290,-32533.3333,-54566.6667
290,291,-32533.3333,-55500.0
291,292,-32533.3333,-57133.3333
292,293,-32566.6667,-53416.6667
293,294,-32566.6667,-56883.3333
294,295,-32566.6667,-57366.6667
295,296,-32566.6667,-57483.3333
296,297,-32583.3333,-53383.3333
297,298,-32600.0,-55583.3333
298,299,-32616.6667,-54600.0
299,300,-32616.6667,-55833.3333
300,301,-32616.6667,-56483.3333
301,302,-32633.3333,-53300.0
302,303,-32633.3333,-53900.0
303,304,-32633.3333,-55116.6667
304,305,-32633.3333,-56350.0
305,306,-32633.3333,-56750.0
306,307,-32650.0,-54250.0
307,308,-32650.0,-54450.0
308,309,-32666.6667,-53616.6667
309,310,-32666.6667,-55450.0
310,311,-32683.3333,-54633.3333
311,312,-32683.3333,-56883.3333
312,313,-32683.3333,-57633.3333
313,314,-32683.3333,-58133.3333
314,315,-32700.0,-53966.6667
315,316,-32716.6667,-55600.0
316,317,-32716.6667,-57466.6667
317,318,-32750.0,-53483.3333
318,319,-32750.0,-53733.3333
319,320,-32750.0,-54400.0
320,321,-32750.0,-55650.0
321,322,-32750.0,-57750.0
322,323,-32766.6667,-55433.3333
323,324,-32766.6667,-55633.3333
324,325,-32766.6667,-57783.3333
325,326,-32766.6667,-57883.3333
326,327,-32783.3333,-53833.3333
327,328,-32783.3333,-55900.0
328,329,-32800.0,-55800.0
329,330,-32800.0,-56416.6667
330,331,-32800.0,-57050.0
331,332,-32816.6667,-56516.6667
332,333,-32833.3333,-54766.6667
333,334,-32833.3333,-55483.3333
334,335,-32833.3333,-56183.3333
335,336,-32833.3333,-56433.3333
336,337,-32833.3333,-57716.6667
337,338,-32850.0,-57683.3333
338,339,-32866.6667,-55916.6667
339,340,-32866.6667,-56466.6667
340,341,-32883.3333,-55416.6667
341,342,-32883.3333,-55516.6667
342,343,-32883.3333,-56800.0
343,344,-32900.0,-55233.3333
344,345,-32900.0,-56083.3333
345,346,-32900.0,-56133.3333
346,347,-32916.6667,-54966.6667
347,348,-32916.6667,-57733.3333
348,349,-32933.3333,-53950.0
349,350,-32933.3333,-54266.6667
350,351,-32933.3333,-55516.6667
351,352,-32933.3333,-57116.6667
352,353,-32933.3333,-57650.0
353,354,-32950.0,-54216.6667
354,355,-32966.6667,-55400.0
355,356,-32983.3333,-54583.3333
356,357,-32983.3333,-58050.0
357,358,-33000.0,-53633.3333
358,359,-33000.0,-55133.3333
359,360,-33000.0,-55783.3333
360,361,-33016.6667,-53700.0
361,362,-33016.6667,-53950.0
362,363,-33016.6667,-55050.0
363,364,-33016.6667,-56483.3333
364,365,-33033.3333,-57000.0
365,366,-33050.0,-54066.6667
366,367,-33050.0,-54150.0
367,368,-33050.0,-56483.3333
368,369,-33066.6667,-55850.0
369,370,-33083.3333,-55966.6667
370,371,-33083.3333,-56183.3333
371,372,-33083.3333,-57433.3333
372,373,-33100.0,-55133.3333
373,374,-33100.0,-57633.3333
374,375,-33100.0,-57733.3333
375,376,-33116.6667,-54816.6667
376,377,-33116.6667,-54833.3333
377,378,-33116.6667,-55983.3333
378,379,-33132.5,-58295.5556
379,380,-33133.3333,-54933.3333
380,381,-33133.3333,-57150.0
381,382,-33150.0,-54150.0
382,383,-33166.6667,-54966.6667
383,384,-33166.6667,-57583.3333
384,385,-33183.3333,-53900.0
385,386,-33183.3333,-55700.0
386,387,-33183.3333,-57466.6667
387,388,-33200.0,-53800.0
388,389,-33200.0,-54750.0
389,390,-33200.0,-56783.3333
390,391,-33216.6667,-54383.3333
391,392,-33216.6667,-56683.3333
392,393,-33233.3333,-53850.0
393,394,-33233.3333,-54383.3333
394,395,-33233.3333,-57133.3333
395,396,-33250.0,-53900.0
396,397,-33250.0,-53916.6667
397,398,-33250.0,-54016.6667
398,399,-33250.0,-54333.3333
399,400,-33250.0,-56016.6667
400,401,-33250.0,-57333.3333
401,402,-33255.8333,-58019.1667
402,403,-33266.6667,-53783.3333
403,404,-33266.6667,-54416.6667
404,405,-33266.6667,-55100.0
405,406,-33266.6667,-55116.6667
406,407,-33283.3333,-53933.3333
407,408,-33300.0,-56350.0
408,409,-33333.3333,-54783.3333
409,410,-33333.3333,-56466.6667
410,411,-33333.3333,-56933.3333
411,412,-33333.3333,-57950.0
412,413,-33350.0,-55616.6667
413,414,-33350.0,-55633.3333
414,415,-33366.6667,-53666.6667
415,416,-33366.6667,-56483.3333
416,417,-33383.3333,-55083.3333
417,418,-33383.3333,-56416.6667
418,419,-33383.3333,-57550.0
419,420,-33400.0,-54683.3333
420,421,-33400.0,-58316.6667
421,422,-33413.0556,-56500.5556
422,423,-33416.6667,-55633.3333
423,424,-33416.6667,-57066.6667
424,425,-33450.0,-54533.3333
425,426,-33450.0,-57733.3333
426,427,-33466.6667,-54200.0
427,428,-33466.6667,-54650.0
428,429,-33466.6667,-54666.6667
429,430,-33466.6667,-55116.6667
430,431,-33466.6667,-55200.0
431,432,-33466.6667,-55616.6667
432,433,-33483.3333,-55150.0
433,434,-33483.3333,-55566.6667
434,435,-33483.3333,-56150.0
435,436,-33483.3333,-56483.3333
436,437,-33500.0,-55216.6667
437,438,-33500.0,-56750.0
438,439,-33500.0,-56866.6667
439,440,-33516.6667,-53783.3333
440,441,-33516.6667,-54916.6667
441,442,-33516.6667,-56400.0
442,443,-33516.6667,-57833.3333
443,444,-33533.3333,-54433.3333
444,445,-33533.3333,-54600.0
445,446,-33533.3333,-56900.0
446,447,-33533.3333,-56933.3333
447,448,-33538.8889,-56888.6111
448,449,-33544.1667,-58197.2222
449,450,-33550.0,-55666.6667
450,451,-33550.0,-56900.0
451,452,-33566.6667,-53850.0
452,453,-33583.3333,-57300.0
453,454,-33583.3333,-57583.3333
454,455,-33583.3333,-58083.3333
455,456,-33600.0,-54316.6667
456,457,-33600.0,-55333.3333
457,458,-33600.0,-56350.0
458,459,-33600.0,-57133.3333
459,460,-33600.0,-57983.3333
460,461,-33616.6667,-53716.6667
461,462,-33616.6667,-57633.3333
462,463,-33616.6667,-58283.3333
463,464,-33650.0,-53800.0
464,465,-33650.0,-57533.3333
465,466,-33666.6667,-54200.0
466,467,-33683.3333,-53450.0
467,468,-33683.3333,-53550.0
468,469,-33683.3333,-54650.0
469,470,-33683.3333,-57566.6667
470,471,-33716.6667,-54533.3333
471,472,-33716.6667,-58083.3333
472,473,-33716.6667,-58266.6667
473,474,-33733.3333,-54750.0
474,475,-33733.3333,-56333.3333
475,476,-33733.3333,-57833.3333
476,477,-33750.0,-55283.3333
477,478,-33750.0,-56466.6667
478,479,-33750.0,-57483.3333
479,480,-33750.0,-57616.6667
480,481,-33766.6667,-58350.0
481,482,-33800.0,-54000.0
482,483,-33800.0,-58250.0
483,484,-33816.6667,-55550.0
484,485,-33816.6667,-57550.0
485,486,-33833.3333,-56300.0
486,487,-33850.0,-55166.6667
487,488,-33850.0,-56883.3333
488,489,-33850.0,-57016.6667
489,490,-33850.0,-57683.3333
490,491,-33866.6667,-55550.0
491,492,-33866.6667,-57000.0
492,493,-33866.6667,-57516.6667
493,494,-33866.6667,-57616.6667
494,495,-33883.3333,-53500.0
495,496,-33883.3333,-54716.6667
496,497,-33883.3333,-56450.0
497,498,-33883.3333,-57383.3333
498,499,-33883.3333,-57400.0
499,500,-33883.3333,-57666.6667
500,501,-33883.3333,-58416.6667
501,502,-33900.0,-55150.0
502,503,-33900.0,-56833.3333
503,504,-33916.6667,-57783.3333
504,505,-33933.3333,-55266.6667
505,506,-33933.3333,-55683.3333
506,507,-33933.3333,-56250.0
507,508,-33933.3333,-57466.6667
508,509,-33933.3333,-58166.6667
509,510,-33950.0,-55850.0
510,511,-33950.0,-56750.0
511,512,-33950.0,-57900.0
512,513,-33950.0,-58233.3333
513,514,-33966.6667,-57100.0
514,515,-33966.6667,-58283.3333
515,516,-33983.3333,-53983.3333
516,517,-33983.3333,-57900.0
517,518,-33983.3333,-58150.0
518,519,-33983.3333,-58250.0
519,520,-33989.1667,-58285.5556
520,521,-34000.0,-55666.6667
521,522,-34000.0,-58250.0
522,523,-34016.6667,-57650.0
523,524,-34033.3333,-54283.3333
524,525,-34033.3333,-55650.0
525,526,-34033.3333,-57833.3333
526,527,-34033.3333,-58133.3333
527,528,-34050.0,-54783.3333
528,529,-34050.0,-55883.3333
529,530,-34050.0,-56200.0
530,531,-34066.6667,-53933.3333
531,532,-34066.6667,-54500.0
532,533,-34066.6667,-56300.0
533,534,-34066.6667,-56383.3333
534,535,-34066.6667,-57350.0
535,536,-34066.6667,-57716.6667
536,537,-34083.3333,-57383.3333
537,538,-34095.5556,-56214.1667
538,539,-34100.0,-58000.0
539,540,-34116.6667,-53950.0
540,541,-34133.3333,-56400.0
541,542,-34150.0,-56950.0
542,543,-34152.2222,-58012.5
543,544,-34153.0556,-58176.6667
544,545,-34166.6667,-53833.3333
545,546,-34166.6667,-53850.0
546,547,-34166.6667,-54666.6667
547,548,-34166.6667,-56683.3333
548,549,-34183.3333,-53783.3333
549,550,-34183.3333,-55733.3333
550,551,-34183.3333,-57933.3333
551,552,-34189.1667,-56339.4444
552,553,-34200.0,-53933.3333
553,554,-34200.0,-54750.0
554,555,-34200.0,-56216.6667
555,556,-34200.0,-56983.3333
556,557,-34200.0,-57100.0
557,558,-34200.0,-57783.3333
558,559,-34200.0,-57866.6667
559,560,-34216.6667,-57000.0
560,561,-34233.3333,-55733.3333
561,562,-34233.3333,-56866.6667
562,563,-34250.0,-55933.3333
563,564,-34250.0,-56683.3333
564,565,-34266.6667,-53933.3333
565,566,-34266.6667,-54316.6667
566,567,-34266.6667,-57450.0
567,568,-34283.3333,-54983.3333
568,569,-34283.3333,-55233.3333
569,570,-34283.3333,-56216.6667
570,571,-34283.3333,-56916.6667
571,572,-34283.3333,-57616.6667
572,573,-34290.5556,-56388.8889
573,574,-34300.0,-55966.6667
574,575,-34300.0,-57233.3333
575,576,-34300.0,-57733.3333
576,577,-34316.6667,-56800.0
577,578,-34316.6667,-57000.0
578,579,-34316.6667,-57216.6667
579,580,-34316.6667,-57350.0
580,581,-34319.1667,-56805.2778
581,582,-34333.3333,-55450.0
582,583,-34333.3333,-55650.0
583,584,-34333.3333,-57233.3333
584,585,-34333.3333,-57716.6667
585,586,-34337.5,-56713.6111
586,587,-34350.0,-55766.6667
587,588,-34350.0,-56650.0
588,589,-34350.0,-57300.0
589,590,-34350.0,-57433.3333
590,591,-34350.0,-57850.0
591,592,-34351.6667,-56398.3333
592,593,-34366.6667,-53766.6667
593,594,-34366.6667,-53833.3333
594,595,-34366.6667,-54066.6667
595,596,-34366.6667,-55166.6667
596,597,-34366.6667,-55516.6667
597,598,-34366.6667,-55783.3333
598,599,-34366.6667,-56400.0
599,600,-34366.6667,-57050.0
600,601,-34366.6667,-57066.6667
601,602,-34366.6667,-57566.6667
602,603,-34370.0,-55225.0
603,604,-34382.7778,-56541.6667
604,605,-34383.3333,-56283.3333
605,606,-34383.3333,-56383.3333
606,607,-34383.3333,-56766.6667
607,608,-34400.0,-53783.3333
608,609,-34400.0,-56333.3333
609,610,-34400.0,-56533.3333
610,611,-34400.0,-57166.6667
611,612,-34400.0,-57333.3333
612,613,-34400.0,-57666.6667
613,614,-34400.0,-57883.3333
614,615,-34411.6667,-56402.2222
615,616,-34416.6667,-56466.6667
616,617,-34416.6667,-57283.3333
617,618,-34416.6667,-57733.3333
618,619,-34419.7222,-56422.5
619,620,-34433.3333,-55983.3333
620,621,-34433.3333,-57416.6667
621,622,-34433.3333,-57716.6667
622,623,-34433.3333,-57883.3333
623,624,-34442.2222,-56443.6111
624,625,-34449.7222,-56079.1667
625,626,-34450.0,-55783.3333
626,627,-34450.0,-56166.6667
627,628,-34450.0,-56250.0
628,629,-34450.0,-56283.3333
629,630,-34450.0,-57600.0
630,631,-34453.3333,-56390.5556
631,632,-34466.6667,-57716.6667
632,633,-34466.6667,-57850.0
633,634,-34483.3333,-54333.3333
634,635,-34483.3333,-55633.3333
635,636,-34483.3333,-55650.0
636,637,-34483.3333,-56850.0
637,638,-34497.5,-56037.2222
638,639,-34500.0,-55583.3333
639,640,-34500.0,-56383.3333
640,641,-34516.6667,-55250.0
641,642,-34519.7222,-56798.8889
642,643,-34521.9444,-56393.6111
643,644,-34522.7778,-56277.7778
644,645,-34533.3333,-56300.0
645,646,-34533.3333,-56316.6667
646,647,-34550.0,-55883.3333
647,648,-34566.6667,-55700.0
648,649,-34583.3333,-55833.3333
649,650,-34583.8889,-56699.4444
650,651,-34589.4444,-56252.7778
651,652,-34600.0,-54550.0
652,653,-34600.0,-55483.3333
653,654,-34600.0,-56133.3333
654,655,-34605.0,-56356.3889
655,656,-34633.3333,-55616.6667
656,657,-34633.3333,-55966.6667
657,658,-34633.3333,-56333.3333
658,659,-34633.3333,-56619.1667
659,660,-34646.9444,-56062.7778
660,661,-34650.0,-55233.3333
661,662,-34650.0,-55866.6667
662,663,-34650.0,-56600.0
663,664,-34650.0,-56716.6667
664,665,-34650.0,-56750.0
665,666,-34665.0,-56219.4444
666,667,-34666.6667,-54166.6667
667,668,-34666.6667,-55266.6667
668,669,-34666.6667,-56000.0
669,670,-34683.3333,-55683.3333
670,671,-34683.3333,-56733.3333
671,672,-34698.3333,-56217.5
672,673,-34700.0,-55900.0
673,674,-34715.2778,-56073.3333
674,675,-34716.6667,-55416.6667
675,676,-34716.6667,-55533.3333
676,677,-34716.6667,-55950.0
677,678,-34726.3889,-56220.0
678,679,-34733.3333,-55266.6667
679,680,-34733.3333,-55716.6667
680,681,-34733.6111,-56036.6667
681,682,-34742.2222,-56098.3333
682,683,-34750.0,-55333.3333
683,684,-34750.0,-55683.3333
684,685,-34761.6667,-56223.6111
685,686,-34762.5,-56020.5556
686,687,-34763.3333,-56385.2778
687,688,-34764.1667,-56213.8889
688,689,-34766.6667,-55750.0
689,690,-34781.1111,-56053.3333
690,691,-34790.2778,-56350.0
691,692,-34800.0,-54916.6667
692,693,-34800.0,-55233.3333
693,694,-34800.0,-55366.6667
694,695,-34800.0,-56216.6667
695,696,-34800.0,-56233.3333
696,697,-34801.6667,-56334.1667
697,698,-34803.0556,-56085.8333
698,699,-34813.0556,-56044.7222
699,700,-34816.6667,-56100.0
700,701,-34816.6667,-56183.3333
701,702,-34828.6111,-56139.4444
702,703,-34833.3333,-56116.6667
703,704,-34833.3333,-56216.6667
704,705,-34833.3333,-56233.3333
705,706,-34850.0,-56083.3333
706,707,-34850.0,-56116.6667
707,708,-34850.0,-56216.6667
708,709,-34850.0,-56233.3333
709,710,-34858.0556,-56170.8333
710,711,-34860.2778,-56052.2222
711,712,-34866.6667,-54866.6667
712,713,-34866.6667,-56166.6667
713,714,-34870.5556,-56133.6111
714,715,-34875.0,-56258.8889
715,716,-34877.2222,-56029.7222
716,717,-34883.3333,-56150.0
717,718,-34883.3333,-56183.3333
718,719,-34883.3333,-56200.0
719,720,-34883.3333,-56216.6667
720,721,-34883.3333,-56233.3333
721,722,-34885.2778,-56060.5556
722,723,-34900.0,-54950.0
723,724,-34900.0,-55283.3333
724,725,-34900.0,-56100.0
725,726,-34900.0,-56133.3333
726,727,-34900.0,-56150.0
727,728,-34900.0,-56183.3333
728,729,-34905.0,-56168.3333
729,730,-34905.2778,-56194.4444
730,731,-34908.3333,-56208.3333
731,732,-34909.7222,-56152.2222
732,733,-34922.7778,-56159.7222
733,734,-34966.6667,-54950.0
